iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
50,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
51,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
52,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
53,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
54,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
55,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
56,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
57,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
58,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
59,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
60,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
61,1.0,0.0,1.0,0.0,0.007609140105324552,0.011409163992352868,1.5091138006292432e-05,3.4875844296957453e-06
62,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
63,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
64,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
65,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
66,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
67,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
68,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
69,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
70,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
71,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
72,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
73,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
74,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
75,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
76,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
77,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
78,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
79,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
80,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
81,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
82,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
83,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
84,1.0,0.0,1.0,0.0,0.007609635832861677,0.011410150626223142,1.509059291163491e-05,3.4864795436779597e-06
85,1.0,0.0,1.0,0.0,0.007609450151599531,0.011410305089061368,1.4902429663778339e-05,3.4990386870857796e-06
86,1.0,0.0,1.0,0.0,0.007609450151599531,0.011410305089061368,1.4902429663778339e-05,3.4990386870857796e-06
87,1.0,0.0,1.0,0.0,0.007609449823160237,0.011410305362291992,1.4902071836376366e-05,3.4991107245562402e-06
88,1.0,0.0,1.0,0.0,0.007609449494768552,0.01141030563548305,1.4901714064741517e-05,3.4991829322319073e-06
89,1.0,0.0,1.0,0.0,0.007609449167287656,0.011410305907916458,1.4901359827004966e-05,3.4992546054023767e-06
90,1.0,0.0,1.0,0.0,0.007609448769323809,0.011410306238985129,1.4900980820531149e-05,3.4993314869643226e-06
91,1.0,0.0,1.0,0.0,0.007609448462069219,0.011410306494592227,1.4900639715874096e-05,3.4994008541710797e-06
92,1.0,0.0,1.0,0.0,0.007609448462069219,0.011410306494592227,1.4900639715874096e-05,3.4994008541710797e-06
93,1.0,0.0,1.0,0.0,0.007609448462069219,0.011410306494592227,1.4900639715874096e-05,3.4994008541710797e-06
94,1.0,0.0,1.0,0.0,0.007609448263312721,0.011410306659939078,1.490033122147415e-05,3.4994637317193173e-06
95,1.0,0.0,1.0,0.0,0.007609448263312721,0.011410306659939078,1.490033122147415e-05,3.4994637317193173e-06
96,1.0,0.0,1.0,0.0,0.007609448263312721,0.011410306659939078,1.490033122147415e-05,3.4994637317193173e-06
97,1.0,0.0,1.0,0.0,0.007609448263312721,0.011410306659939078,1.490033122147415e-05,3.4994637317193173e-06
98,1.0,0.0,1.0,0.0,0.007609448263312721,0.011410306659939078,1.490033122147415e-05,3.4994637317193173e-06
99,1.0,0.0,1.0,0.0,0.007609447846818451,0.011410307006423467,1.4899971870083004e-05,3.4995371449962892e-06
100,1.0,0.0,1.0,0.0,0.0076094470513684955,0.01141030766816383,1.489921434930012e-05,3.4996925011612826e-06
101,1.0,0.0,1.0,0.0,0.0076094470513684955,0.01141030766816383,1.489921434930012e-05,3.4996925011612826e-06
102,1.0,0.0,1.0,0.0,0.007609446720394089,0.011410307943503815,1.4898847807014751e-05,3.4997679653345895e-06
103,1.0,0.0,1.0,0.0,0.007609446720394089,0.011410307943503815,1.4898847807014751e-05,3.4997679653345895e-06
104,1.0,0.0,1.0,0.0,0.007609446392447848,0.01141030821632469,1.4898490535615252e-05,3.4998417039617997e-06
105,1.0,0.0,1.0,0.0,0.007609446392447848,0.01141030821632469,1.4898490535615252e-05,3.4998417039617997e-06
106,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
107,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
108,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
109,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
110,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
111,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
112,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
113,1.0,0.0,1.0,0.0,0.00760944618152187,0.011410308391795574,1.489815003352657e-05,3.4999121497739108e-06
114,1.0,0.0,1.0,0.0,0.00760944585366192,0.011410308664544731,1.4897792870784122e-05,3.4999862189388193e-06
115,1.0,0.0,1.0,0.0,0.007609445525849445,0.011410308937254428,1.4897435763728161e-05,3.500060457178518e-06
116,1.0,0.0,1.0,0.0,0.007609445525849445,0.011410308937254428,1.4897435763728161e-05,3.500060457178518e-06
117,1.0,0.0,1.0,0.0,0.007609445525849445,0.011410308937254428,1.4897435763728161e-05,3.500060457178518e-06
118,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
119,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
120,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
121,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
122,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
123,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
124,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
125,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
126,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
127,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
128,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
129,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
130,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
131,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
132,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
133,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
134,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
135,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
136,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
137,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
138,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
139,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
140,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
141,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
142,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
143,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
144,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
145,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
146,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
147,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
148,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
149,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
150,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
151,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
152,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
153,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
154,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
155,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
156,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
157,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
158,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
159,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
160,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
161,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
162,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
163,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
164,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
165,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
166,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
167,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
168,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
169,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
170,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
171,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
172,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
173,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
174,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
175,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
176,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
177,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
178,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
179,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
180,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
181,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
182,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
183,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
184,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
185,1.0,0.0,1.0,0.0,0.007609445198084555,0.011410309209924583,1.4897078712345838e-05,3.500134864399707e-06
